Starting training for 20000 steps...
Output directory: ./outputs_olmoearth
W&B logging enabled - Project: alpha-earth-foundations, Run: first-2026-02-08
Training:   0%|                                                                                                         | 0/20000 [00:00<?, ?step/s]/root/alphaearth-foundations/src/alphaearth/training.py:165: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:836.)
  self.loss_history['total'].append(float(loss))
Training:   2%|▉                                                        | 319/20000 [28:32<39:47,  8.24step/s, recon_loss=0.1320, total_loss=0.1753]

step 00020/20000 (0.1%) | total 0.2635 | recon 0.2136 | uni 0.9986 | cons 0.0001 | clip 0.0000 | ETA: 390.42h (0.01 steps/s)
step 10140/20000 (50.7%) | total 0.1006 | recon 0.1001 | uni 0.0104 | cons -0.0000 | clip 0.0000 | ETA: 0.84h (3.26 steps/s)

step 10160/20000 (50.8%) | total 0.0593 | recon 0.0585 | uni 0.0070 | cons 0.0233 | clip 0.0000 | ETA: 0.84h (3.26 steps/s)

step 10180/20000 (50.9%) | total 0.0555 | recon 0.0547 | uni 0.0146 | cons -0.0000 | clip 0.0000 | ETA: 0.84h (3.27 steps/s)

step 10200/20000 (51.0%) | total 0.0989 | recon 0.0982 | uni 0.0140 | cons -0.0000 | clip 0.0000 | ETA: 0.83h (3.27 steps/s)

step 10220/20000 (51.1%) | total 0.0461 | recon 0.0428 | uni 0.0226 | cons 0.1102 | clip 0.0000 | ETA: 0.83h (3.27 steps/s)

step 10240/20000 (51.2%) | total 0.0856 | recon 0.0838 | uni 0.0351 | cons -0.0000 | clip 0.0000 | ETA: 0.83h (3.28 steps/s)

step 10260/20000 (51.3%) | total 0.0368 | recon 0.0364 | uni 0.0087 | cons -0.0000 | clip 0.0000 | ETA: 0.83h (3.28 steps/s)

step 10280/20000 (51.4%) | total 0.0921 | recon 0.0914 | uni 0.0141 | cons -0.0000 | clip 0.0000 | ETA: 0.82h (3.28 steps/s)

step 10300/20000 (51.5%) | total 0.0342 | recon 0.0335 | uni 0.0063 | cons 0.0211 | clip 0.0000 | ETA: 0.82h (3.29 steps/s)

step 10320/20000 (51.6%) | total 0.0855 | recon 0.0842 | uni 0.0119 | cons 0.0361 | clip 0.0000 | ETA: 0.82h (3.29 steps/s)

step 10340/20000 (51.7%) | total 0.0952 | recon 0.0928 | uni 0.0162 | cons 0.0762 | clip 0.0000 | ETA: 0.81h (3.29 steps/s)

step 10360/20000 (51.8%) | total 0.1221 | recon 0.1217 | uni 0.0083 | cons -0.0000 | clip 0.0000 | ETA: 0.81h (3.30 steps/s)

step 10380/20000 (51.9%) | total 0.0962 | recon 0.0953 | uni 0.0060 | cons 0.0297 | clip 0.0000 | ETA: 0.81h (3.30 steps/s)

step 10400/20000 (52.0%) | total 0.0900 | recon 0.0888 | uni 0.0122 | cons 0.0280 | clip 0.0000 | ETA: 0.81h (3.30 steps/s)

step 10420/20000 (52.1%) | total 0.0524 | recon 0.0516 | uni 0.0097 | cons 0.0199 | clip 0.0000 | ETA: 0.80h (3.31 steps/s)

step 10440/20000 (52.2%) | total 0.0647 | recon 0.0628 | uni 0.0131 | cons 0.0627 | clip 0.0000 | ETA: 0.80h (3.31 steps/s)

step 10460/20000 (52.3%) | total 0.0399 | recon 0.0392 | uni 0.0129 | cons -0.0000 | clip 0.0000 | ETA: 0.80h (3.31 steps/s)

step 10480/20000 (52.4%) | total 0.0494 | recon 0.0491 | uni 0.0072 | cons -0.0000 | clip 0.0000 | ETA: 0.80h (3.32 steps/s)

step 10500/20000 (52.5%) | total 0.0795 | recon 0.0782 | uni 0.0094 | cons 0.0409 | clip 0.0000 | ETA: 0.79h (3.32 steps/s)

step 10520/20000 (52.6%) | total 0.0375 | recon 0.0371 | uni 0.0090 | cons -0.0000 | clip 0.0000 | ETA: 0.79h (3.32 steps/s)

step 10540/20000 (52.7%) | total 0.0249 | recon 0.0246 | uni 0.0072 | cons -0.0000 | clip 0.0000 | ETA: 0.79h (3.33 steps/s)

step 10560/20000 (52.8%) | total 0.0344 | recon 0.0334 | uni 0.0072 | cons 0.0306 | clip 0.0000 | ETA: 0.79h (3.33 steps/s)

step 10580/20000 (52.9%) | total 0.0526 | recon 0.0514 | uni 0.0108 | cons 0.0367 | clip 0.0000 | ETA: 0.78h (3.33 steps/s)

step 10600/20000 (53.0%) | total 0.1090 | recon 0.1073 | uni 0.0099 | cons 0.0604 | clip 0.0000 | ETA: 0.78h (3.34 steps/s)

step 10620/20000 (53.1%) | total 0.0247 | recon 0.0239 | uni 0.0172 | cons -0.0000 | clip 0.0000 | ETA: 0.78h (3.34 steps/s)

step 10640/20000 (53.2%) | total 0.0704 | recon 0.0702 | uni 0.0049 | cons -0.0000 | clip 0.0000 | ETA: 0.78h (3.34 steps/s)

step 10660/20000 (53.3%) | total 0.0484 | recon 0.0480 | uni 0.0086 | cons -0.0000 | clip 0.0000 | ETA: 0.78h (3.35 steps/s)

step 10680/20000 (53.4%) | total 0.0487 | recon 0.0479 | uni 0.0150 | cons -0.0000 | clip 0.0000 | ETA: 0.77h (3.35 steps/s)

step 10700/20000 (53.5%) | total 0.0729 | recon 0.0718 | uni 0.0236 | cons -0.0000 | clip 0.0000 | ETA: 0.77h (3.35 steps/s)

step 10720/20000 (53.6%) | total 0.0729 | recon 0.0725 | uni 0.0078 | cons -0.0000 | clip 0.0000 | ETA: 0.77h (3.36 steps/s)

step 10740/20000 (53.7%) | total 0.0836 | recon 0.0822 | uni 0.0100 | cons 0.0453 | clip 0.0000 | ETA: 0.77h (3.36 steps/s)

step 10760/20000 (53.8%) | total 0.0415 | recon 0.0409 | uni 0.0079 | cons 0.0110 | clip 0.0000 | ETA: 0.76h (3.36 steps/s)

step 10780/20000 (53.9%) | total 0.0428 | recon 0.0416 | uni 0.0080 | cons 0.0408 | clip 0.0000 | ETA: 0.76h (3.37 steps/s)

step 10800/20000 (54.0%) | total 0.0658 | recon 0.0651 | uni 0.0095 | cons 0.0136 | clip 0.0000 | ETA: 0.76h (3.37 steps/s)

step 10820/20000 (54.1%) | total 0.0349 | recon 0.0346 | uni 0.0073 | cons -0.0000 | clip 0.0000 | ETA: 0.76h (3.37 steps/s)

step 10840/20000 (54.2%) | total 0.0535 | recon 0.0530 | uni 0.0098 | cons -0.0000 | clip 0.0000 | ETA: 0.75h (3.38 steps/s)

step 10860/20000 (54.3%) | total 0.0631 | recon 0.0622 | uni 0.0177 | cons -0.0000 | clip 0.0000 | ETA: 0.75h (3.38 steps/s)

step 10880/20000 (54.4%) | total 0.0317 | recon 0.0307 | uni 0.0080 | cons 0.0288 | clip 0.0000 | ETA: 0.75h (3.38 steps/s)

step 10900/20000 (54.5%) | total 0.0782 | recon 0.0777 | uni 0.0095 | cons -0.0000 | clip 0.0000 | ETA: 0.75h (3.39 steps/s)

step 10920/20000 (54.6%) | total 0.0785 | recon 0.0780 | uni 0.0096 | cons -0.0000 | clip 0.0000 | ETA: 0.74h (3.39 steps/s)

step 10940/20000 (54.7%) | total 0.0479 | recon 0.0476 | uni 0.0064 | cons -0.0000 | clip 0.0000 | ETA: 0.74h (3.39 steps/s)

step 10960/20000 (54.8%) | total 0.1005 | recon 0.0996 | uni 0.0080 | cons 0.0230 | clip 0.0000 | ETA: 0.74h (3.40 steps/s)

step 10980/20000 (54.9%) | total 0.0818 | recon 0.0812 | uni 0.0102 | cons -0.0000 | clip 0.0000 | ETA: 0.74h (3.40 steps/s)

step 11000/20000 (55.0%) | total 0.0286 | recon 0.0279 | uni 0.0144 | cons -0.0000 | clip 0.0000 | ETA: 0.73h (3.40 steps/s)

step 11020/20000 (55.1%) | total 0.0494 | recon 0.0477 | uni 0.0077 | cons 0.0680 | clip 0.0000 | ETA: 0.73h (3.40 steps/s)

step 11040/20000 (55.2%) | total 0.0332 | recon 0.0326 | uni 0.0116 | cons -0.0000 | clip 0.0000 | ETA: 0.73h (3.40 steps/s)

step 11060/20000 (55.3%) | total 0.0396 | recon 0.0391 | uni 0.0096 | cons -0.0000 | clip 0.0000 | ETA: 0.73h (3.41 steps/s)

step 11080/20000 (55.4%) | total 0.0309 | recon 0.0284 | uni 0.0158 | cons 0.0827 | clip 0.0000 | ETA: 0.73h (3.41 steps/s)

step 11100/20000 (55.5%) | total 0.0791 | recon 0.0783 | uni 0.0085 | cons 0.0180 | clip 0.0000 | ETA: 0.72h (3.41 steps/s)

step 11120/20000 (55.6%) | total 0.0773 | recon 0.0756 | uni 0.0074 | cons 0.0680 | clip 0.0000 | ETA: 0.72h (3.42 steps/s)

step 11140/20000 (55.7%) | total 0.0959 | recon 0.0954 | uni 0.0095 | cons -0.0000 | clip 0.0000 | ETA: 0.72h (3.42 steps/s)

step 11160/20000 (55.8%) | total 0.0308 | recon 0.0302 | uni 0.0123 | cons -0.0000 | clip 0.0000 | ETA: 0.72h (3.42 steps/s)

step 11180/20000 (55.9%) | total 0.0807 | recon 0.0803 | uni 0.0087 | cons -0.0000 | clip 0.0000 | ETA: 0.72h (3.43 steps/s)

step 11200/20000 (56.0%) | total 0.0736 | recon 0.0722 | uni 0.0131 | cons 0.0373 | clip 0.0000 | ETA: 0.71h (3.43 steps/s)

step 11220/20000 (56.1%) | total 0.1252 | recon 0.1228 | uni 0.0175 | cons 0.0752 | clip 0.0000 | ETA: 0.71h (3.43 steps/s)

step 11240/20000 (56.2%) | total 0.0879 | recon 0.0873 | uni 0.0120 | cons -0.0000 | clip 0.0000 | ETA: 0.71h (3.44 steps/s)

step 11260/20000 (56.3%) | total 0.0653 | recon 0.0632 | uni 0.0153 | cons 0.0648 | clip 0.0000 | ETA: 0.71h (3.44 steps/s)

step 11280/20000 (56.4%) | total 0.0808 | recon 0.0792 | uni 0.0120 | cons 0.0507 | clip 0.0000 | ETA: 0.70h (3.44 steps/s)

step 11300/20000 (56.5%) | total 0.0306 | recon 0.0303 | uni 0.0050 | cons -0.0000 | clip 0.0000 | ETA: 0.70h (3.45 steps/s)

step 11320/20000 (56.6%) | total 0.0340 | recon 0.0326 | uni 0.0072 | cons 0.0537 | clip 0.0000 | ETA: 0.70h (3.45 steps/s)

step 11340/20000 (56.7%) | total 0.0307 | recon 0.0304 | uni 0.0070 | cons -0.0000 | clip 0.0000 | ETA: 0.70h (3.45 steps/s)

step 11360/20000 (56.8%) | total 0.0836 | recon 0.0810 | uni 0.0125 | cons 0.0967 | clip 0.0000 | ETA: 0.69h (3.45 steps/s)

step 11380/20000 (56.9%) | total 0.0797 | recon 0.0792 | uni 0.0085 | cons -0.0000 | clip 0.0000 | ETA: 0.69h (3.46 steps/s)

step 11400/20000 (57.0%) | total 0.0335 | recon 0.0323 | uni 0.0064 | cons 0.0442 | clip 0.0000 | ETA: 0.69h (3.46 steps/s)

step 11420/20000 (57.1%) | total 0.0258 | recon 0.0252 | uni 0.0108 | cons -0.0000 | clip 0.0000 | ETA: 0.69h (3.46 steps/s)

step 11440/20000 (57.2%) | total 0.1564 | recon 0.1560 | uni 0.0069 | cons -0.0000 | clip 0.0000 | ETA: 0.69h (3.47 steps/s)

step 11460/20000 (57.3%) | total 0.0434 | recon 0.0429 | uni 0.0107 | cons -0.0000 | clip 0.0000 | ETA: 0.68h (3.47 steps/s)

step 11480/20000 (57.4%) | total 0.0442 | recon 0.0433 | uni 0.0192 | cons -0.0000 | clip 0.0000 | ETA: 0.68h (3.47 steps/s)

step 11500/20000 (57.5%) | total 0.0233 | recon 0.0228 | uni 0.0110 | cons -0.0000 | clip 0.0000 | ETA: 0.68h (3.48 steps/s)

step 11520/20000 (57.6%) | total 0.0955 | recon 0.0938 | uni 0.0080 | cons 0.0678 | clip 0.0000 | ETA: 0.68h (3.48 steps/s)

step 11540/20000 (57.7%) | total 0.0676 | recon 0.0650 | uni 0.0352 | cons 0.0408 | clip 0.0000 | ETA: 0.67h (3.48 steps/s)

step 11560/20000 (57.8%) | total 0.0549 | recon 0.0543 | uni 0.0113 | cons -0.0000 | clip 0.0000 | ETA: 0.67h (3.49 steps/s)

step 11580/20000 (57.9%) | total 0.1075 | recon 0.1048 | uni 0.0308 | cons 0.0547 | clip 0.0000 | ETA: 0.67h (3.49 steps/s)

step 11600/20000 (58.0%) | total 0.0435 | recon 0.0431 | uni 0.0090 | cons -0.0000 | clip 0.0000 | ETA: 0.67h (3.49 steps/s)

step 11620/20000 (58.1%) | total 0.0415 | recon 0.0399 | uni 0.0087 | cons 0.0614 | clip 0.0000 | ETA: 0.67h (3.50 steps/s)

step 11640/20000 (58.2%) | total 0.1090 | recon 0.1080 | uni 0.0194 | cons -0.0000 | clip 0.0000 | ETA: 0.66h (3.50 steps/s)

step 11660/20000 (58.3%) | total 0.0866 | recon 0.0841 | uni 0.0239 | cons 0.0666 | clip 0.0000 | ETA: 0.66h (3.50 steps/s)

step 11680/20000 (58.4%) | total 0.0330 | recon 0.0322 | uni 0.0063 | cons 0.0219 | clip 0.0000 | ETA: 0.66h (3.50 steps/s)

step 11700/20000 (58.5%) | total 0.0254 | recon 0.0243 | uni 0.0089 | cons 0.0323 | clip 0.0000 | ETA: 0.66h (3.51 steps/s)

step 11720/20000 (58.6%) | total 0.0550 | recon 0.0540 | uni 0.0064 | cons 0.0323 | clip 0.0000 | ETA: 0.66h (3.51 steps/s)

step 11740/20000 (58.7%) | total 0.1375 | recon 0.1366 | uni 0.0168 | cons -0.0000 | clip 0.0000 | ETA: 0.65h (3.51 steps/s)

step 11760/20000 (58.8%) | total 0.0219 | recon 0.0216 | uni 0.0066 | cons -0.0000 | clip 0.0000 | ETA: 0.65h (3.52 steps/s)

step 11780/20000 (58.9%) | total 0.0637 | recon 0.0631 | uni 0.0112 | cons -0.0000 | clip 0.0000 | ETA: 0.65h (3.52 steps/s)

step 11800/20000 (59.0%) | total 0.0642 | recon 0.0633 | uni 0.0171 | cons -0.0000 | clip 0.0000 | ETA: 0.65h (3.52 steps/s)

step 11820/20000 (59.1%) | total 0.1028 | recon 0.1024 | uni 0.0080 | cons -0.0000 | clip 0.0000 | ETA: 0.64h (3.53 steps/s)

step 11840/20000 (59.2%) | total 0.0292 | recon 0.0275 | uni 0.0080 | cons 0.0654 | clip 0.0000 | ETA: 0.64h (3.53 steps/s)

step 11860/20000 (59.3%) | total 0.0667 | recon 0.0663 | uni 0.0081 | cons -0.0000 | clip 0.0000 | ETA: 0.64h (3.53 steps/s)

step 11880/20000 (59.4%) | total 0.0261 | recon 0.0253 | uni 0.0164 | cons -0.0000 | clip 0.0000 | ETA: 0.64h (3.54 steps/s)

step 11900/20000 (59.5%) | total 0.0332 | recon 0.0329 | uni 0.0060 | cons -0.0000 | clip 0.0000 | ETA: 0.64h (3.54 steps/s)

step 11920/20000 (59.6%) | total 0.0562 | recon 0.0557 | uni 0.0099 | cons -0.0000 | clip 0.0000 | ETA: 0.63h (3.54 steps/s)

step 11940/20000 (59.7%) | total 0.0660 | recon 0.0648 | uni 0.0241 | cons -0.0000 | clip 0.0000 | ETA: 0.63h (3.54 steps/s)

step 11960/20000 (59.8%) | total 0.0590 | recon 0.0585 | uni 0.0105 | cons -0.0000 | clip 0.0000 | ETA: 0.63h (3.55 steps/s)

step 11980/20000 (59.9%) | total 0.0885 | recon 0.0877 | uni 0.0084 | cons 0.0199 | clip 0.0000 | ETA: 0.63h (3.55 steps/s)

step 12000/20000 (60.0%) | total 0.0748 | recon 0.0743 | uni 0.0097 | cons -0.0000 | clip 0.0000 | ETA: 0.63h (3.55 steps/s)

step 12020/20000 (60.1%) | total 0.0851 | recon 0.0842 | uni 0.0183 | cons -0.0000 | clip 0.0000 | ETA: 0.62h (3.55 steps/s)

step 12040/20000 (60.2%) | total 0.0798 | recon 0.0795 | uni 0.0071 | cons -0.0000 | clip 0.0000 | ETA: 0.62h (3.55 steps/s)

step 12060/20000 (60.3%) | total 0.0572 | recon 0.0568 | uni 0.0072 | cons -0.0000 | clip 0.0000 | ETA: 0.62h (3.56 steps/s)

step 12080/20000 (60.4%) | total 0.0897 | recon 0.0893 | uni 0.0076 | cons -0.0000 | clip 0.0000 | ETA: 0.62h (3.56 steps/s)

step 12100/20000 (60.5%) | total 0.0861 | recon 0.0852 | uni 0.0164 | cons -0.0000 | clip 0.0000 | ETA: 0.62h (3.56 steps/s)

step 12120/20000 (60.6%) | total 0.0759 | recon 0.0734 | uni 0.0086 | cons 0.1047 | clip 0.0000 | ETA: 0.61h (3.56 steps/s)

step 12140/20000 (60.7%) | total 0.0462 | recon 0.0436 | uni 0.0092 | cons 0.1084 | clip 0.0000 | ETA: 0.61h (3.57 steps/s)

step 12160/20000 (60.8%) | total 0.0307 | recon 0.0297 | uni 0.0074 | cons 0.0292 | clip 0.0000 | ETA: 0.61h (3.57 steps/s)

step 12180/20000 (60.9%) | total 0.0707 | recon 0.0695 | uni 0.0105 | cons 0.0330 | clip 0.0000 | ETA: 0.61h (3.57 steps/s)

step 12200/20000 (61.0%) | total 0.0539 | recon 0.0535 | uni 0.0066 | cons -0.0000 | clip 0.0000 | ETA: 0.61h (3.58 steps/s)

step 12220/20000 (61.1%) | total 0.0292 | recon 0.0288 | uni 0.0086 | cons -0.0000 | clip 0.0000 | ETA: 0.60h (3.58 steps/s)

step 12240/20000 (61.2%) | total 0.0619 | recon 0.0616 | uni 0.0072 | cons -0.0000 | clip 0.0000 | ETA: 0.60h (3.58 steps/s)

step 12260/20000 (61.3%) | total 0.0308 | recon 0.0303 | uni 0.0092 | cons -0.0000 | clip 0.0000 | ETA: 0.60h (3.58 steps/s)

step 12280/20000 (61.4%) | total 0.0604 | recon 0.0598 | uni 0.0132 | cons -0.0000 | clip 0.0000 | ETA: 0.60h (3.59 steps/s)

step 12300/20000 (61.5%) | total 0.0263 | recon 0.0259 | uni 0.0086 | cons -0.0000 | clip 0.0000 | ETA: 0.60h (3.59 steps/s)

step 12320/20000 (61.6%) | total 0.0976 | recon 0.0958 | uni 0.0184 | cons 0.0451 | clip 0.0000 | ETA: 0.59h (3.59 steps/s)

step 12340/20000 (61.7%) | total 0.0477 | recon 0.0473 | uni 0.0071 | cons -0.0000 | clip 0.0000 | ETA: 0.59h (3.60 steps/s)

step 12360/20000 (61.8%) | total 0.0422 | recon 0.0405 | uni 0.0142 | cons 0.0511 | clip 0.0000 | ETA: 0.59h (3.60 steps/s)

step 12380/20000 (61.9%) | total 0.1110 | recon 0.1090 | uni 0.0150 | cons 0.0611 | clip 0.0000 | ETA: 0.59h (3.60 steps/s)

step 12400/20000 (62.0%) | total 0.0942 | recon 0.0933 | uni 0.0189 | cons -0.0000 | clip 0.0000 | ETA: 0.59h (3.61 steps/s)

step 12420/20000 (62.1%) | total 0.0420 | recon 0.0404 | uni 0.0077 | cons 0.0638 | clip 0.0000 | ETA: 0.58h (3.61 steps/s)

step 12440/20000 (62.2%) | total 0.0351 | recon 0.0345 | uni 0.0116 | cons -0.0000 | clip 0.0000 | ETA: 0.58h (3.61 steps/s)

step 12460/20000 (62.3%) | total 0.0390 | recon 0.0383 | uni 0.0134 | cons -0.0000 | clip 0.0000 | ETA: 0.58h (3.61 steps/s)

step 12480/20000 (62.4%) | total 0.0542 | recon 0.0537 | uni 0.0095 | cons -0.0000 | clip 0.0000 | ETA: 0.58h (3.62 steps/s)

step 12500/20000 (62.5%) | total 0.0656 | recon 0.0651 | uni 0.0099 | cons -0.0000 | clip 0.0000 | ETA: 0.58h (3.62 steps/s)

step 12520/20000 (62.6%) | total 0.0574 | recon 0.0569 | uni 0.0102 | cons -0.0000 | clip 0.0000 | ETA: 0.57h (3.62 steps/s)

step 12540/20000 (62.7%) | total 0.0665 | recon 0.0659 | uni 0.0046 | cons 0.0202 | clip 0.0000 | ETA: 0.57h (3.63 steps/s)

step 12560/20000 (62.8%) | total 0.0272 | recon 0.0266 | uni 0.0114 | cons -0.0000 | clip 0.0000 | ETA: 0.57h (3.63 steps/s)

step 12580/20000 (62.9%) | total 0.0497 | recon 0.0491 | uni 0.0123 | cons -0.0000 | clip 0.0000 | ETA: 0.57h (3.63 steps/s)

step 12600/20000 (63.0%) | total 0.0760 | recon 0.0756 | uni 0.0081 | cons -0.0000 | clip 0.0000 | ETA: 0.57h (3.63 steps/s)

step 12620/20000 (63.1%) | total 0.1389 | recon 0.1347 | uni 0.0834 | cons -0.0000 | clip 0.0000 | ETA: 0.56h (3.64 steps/s)

step 12640/20000 (63.2%) | total 0.0343 | recon 0.0336 | uni 0.0144 | cons -0.0000 | clip 0.0000 | ETA: 0.56h (3.64 steps/s)

step 12660/20000 (63.3%) | total 0.1124 | recon 0.1107 | uni 0.0111 | cons 0.0597 | clip 0.0000 | ETA: 0.56h (3.64 steps/s)

step 12680/20000 (63.4%) | total 0.1254 | recon 0.1252 | uni 0.0046 | cons -0.0000 | clip 0.0000 | ETA: 0.56h (3.65 steps/s)

step 12700/20000 (63.5%) | total 0.0882 | recon 0.0873 | uni 0.0054 | cons 0.0306 | clip 0.0000 | ETA: 0.56h (3.65 steps/s)

step 12720/20000 (63.6%) | total 0.0463 | recon 0.0458 | uni 0.0108 | cons -0.0000 | clip 0.0000 | ETA: 0.55h (3.65 steps/s)

step 12740/20000 (63.7%) | total 0.0495 | recon 0.0480 | uni 0.0299 | cons -0.0000 | clip 0.0000 | ETA: 0.55h (3.65 steps/s)

step 12760/20000 (63.8%) | total 0.0303 | recon 0.0299 | uni 0.0074 | cons -0.0000 | clip 0.0000 | ETA: 0.55h (3.66 steps/s)

step 12780/20000 (63.9%) | total 0.0484 | recon 0.0468 | uni 0.0127 | cons 0.0474 | clip 0.0000 | ETA: 0.55h (3.66 steps/s)

step 12800/20000 (64.0%) | total 0.0391 | recon 0.0382 | uni 0.0096 | cons 0.0210 | clip 0.0000 | ETA: 0.55h (3.66 steps/s)

step 12820/20000 (64.1%) | total 0.0371 | recon 0.0365 | uni 0.0130 | cons -0.0000 | clip 0.0000 | ETA: 0.54h (3.66 steps/s)

step 12840/20000 (64.2%) | total 0.0413 | recon 0.0405 | uni 0.0070 | cons 0.0210 | clip 0.0000 | ETA: 0.54h (3.67 steps/s)

step 12860/20000 (64.3%) | total 0.0321 | recon 0.0318 | uni 0.0071 | cons -0.0000 | clip 0.0000 | ETA: 0.54h (3.67 steps/s)

step 12880/20000 (64.4%) | total 0.0361 | recon 0.0350 | uni 0.0216 | cons -0.0000 | clip 0.0000 | ETA: 0.54h (3.67 steps/s)

step 12900/20000 (64.5%) | total 0.0503 | recon 0.0482 | uni 0.0169 | cons 0.0617 | clip 0.0000 | ETA: 0.54h (3.68 steps/s)

step 12920/20000 (64.6%) | total 0.0584 | recon 0.0579 | uni 0.0087 | cons -0.0000 | clip 0.0000 | ETA: 0.53h (3.68 steps/s)

step 12940/20000 (64.7%) | total 0.0211 | recon 0.0207 | uni 0.0071 | cons -0.0000 | clip 0.0000 | ETA: 0.53h (3.68 steps/s)

step 12960/20000 (64.8%) | total 0.0963 | recon 0.0952 | uni 0.0094 | cons 0.0324 | clip 0.0000 | ETA: 0.53h (3.68 steps/s)

step 12980/20000 (64.9%) | total 0.0307 | recon 0.0292 | uni 0.0061 | cons 0.0582 | clip 0.0000 | ETA: 0.53h (3.69 steps/s)

step 13000/20000 (65.0%) | total 0.1143 | recon 0.1139 | uni 0.0077 | cons -0.0000 | clip 0.0000 | ETA: 0.53h (3.69 steps/s)

step 13020/20000 (65.1%) | total 0.0368 | recon 0.0363 | uni 0.0097 | cons -0.0000 | clip 0.0000 | ETA: 0.53h (3.68 steps/s)

step 13040/20000 (65.2%) | total 0.0550 | recon 0.0546 | uni 0.0063 | cons -0.0000 | clip 0.0000 | ETA: 0.52h (3.69 steps/s)

step 13060/20000 (65.3%) | total 0.0870 | recon 0.0867 | uni 0.0074 | cons -0.0000 | clip 0.0000 | ETA: 0.52h (3.69 steps/s)

step 13080/20000 (65.4%) | total 0.1333 | recon 0.1324 | uni 0.0190 | cons -0.0000 | clip 0.0000 | ETA: 0.52h (3.69 steps/s)

step 13100/20000 (65.5%) | total 0.1450 | recon 0.1442 | uni 0.0169 | cons -0.0000 | clip 0.0000 | ETA: 0.52h (3.70 steps/s)

step 13120/20000 (65.6%) | total 0.0960 | recon 0.0957 | uni 0.0062 | cons -0.0000 | clip 0.0000 | ETA: 0.52h (3.70 steps/s)

step 13140/20000 (65.7%) | total 0.0568 | recon 0.0559 | uni 0.0045 | cons 0.0359 | clip 0.0000 | ETA: 0.51h (3.70 steps/s)

step 13160/20000 (65.8%) | total 0.0786 | recon 0.0782 | uni 0.0048 | cons 0.0078 | clip 0.0000 | ETA: 0.51h (3.70 steps/s)

step 13180/20000 (65.9%) | total 0.0441 | recon 0.0436 | uni 0.0082 | cons -0.0000 | clip 0.0000 | ETA: 0.51h (3.71 steps/s)

step 13200/20000 (66.0%) | total 0.0298 | recon 0.0296 | uni 0.0042 | cons -0.0000 | clip 0.0000 | ETA: 0.51h (3.71 steps/s)

step 13220/20000 (66.1%) | total 0.1474 | recon 0.1468 | uni 0.0117 | cons -0.0000 | clip 0.0000 | ETA: 0.51h (3.71 steps/s)

step 13240/20000 (66.2%) | total 0.0928 | recon 0.0918 | uni 0.0113 | cons 0.0232 | clip 0.0000 | ETA: 0.51h (3.72 steps/s)

step 13260/20000 (66.3%) | total 0.0418 | recon 0.0414 | uni 0.0077 | cons -0.0000 | clip 0.0000 | ETA: 0.50h (3.72 steps/s)

step 13280/20000 (66.4%) | total 0.0556 | recon 0.0552 | uni 0.0070 | cons -0.0000 | clip 0.0000 | ETA: 0.50h (3.72 steps/s)

step 13300/20000 (66.5%) | total 0.0604 | recon 0.0599 | uni 0.0103 | cons -0.0000 | clip 0.0000 | ETA: 0.50h (3.72 steps/s)

step 13320/20000 (66.6%) | total 0.1033 | recon 0.1027 | uni 0.0113 | cons -0.0000 | clip 0.0000 | ETA: 0.50h (3.73 steps/s)

step 13340/20000 (66.7%) | total 0.0392 | recon 0.0389 | uni 0.0059 | cons -0.0000 | clip 0.0000 | ETA: 0.50h (3.73 steps/s)

step 13360/20000 (66.8%) | total 0.0573 | recon 0.0569 | uni 0.0068 | cons -0.0000 | clip 0.0000 | ETA: 0.49h (3.73 steps/s)

step 13380/20000 (66.9%) | total 0.1204 | recon 0.1194 | uni 0.0079 | cons 0.0295 | clip 0.0000 | ETA: 0.49h (3.73 steps/s)

step 13400/20000 (67.0%) | total 0.1127 | recon 0.1123 | uni 0.0070 | cons -0.0000 | clip 0.0000 | ETA: 0.49h (3.74 steps/s)

step 13420/20000 (67.1%) | total 0.0260 | recon 0.0250 | uni 0.0050 | cons 0.0350 | clip 0.0000 | ETA: 0.49h (3.74 steps/s)

step 13440/20000 (67.2%) | total 0.0704 | recon 0.0697 | uni 0.0072 | cons 0.0161 | clip 0.0000 | ETA: 0.49h (3.74 steps/s)

step 13460/20000 (67.3%) | total 0.0859 | recon 0.0848 | uni 0.0066 | cons 0.0344 | clip 0.0000 | ETA: 0.49h (3.74 steps/s)

step 13480/20000 (67.4%) | total 0.0390 | recon 0.0386 | uni 0.0069 | cons -0.0000 | clip 0.0000 | ETA: 0.48h (3.75 steps/s)

step 13500/20000 (67.5%) | total 0.0821 | recon 0.0815 | uni 0.0080 | cons 0.0145 | clip 0.0000 | ETA: 0.48h (3.75 steps/s)

step 13520/20000 (67.6%) | total 0.0270 | recon 0.0262 | uni 0.0078 | cons 0.0228 | clip 0.0000 | ETA: 0.48h (3.75 steps/s)

